brand_name_fixed,car_name_fixed,Tier,city,showroom_name,manufacturing_year,trim,body_type,color,product,invygo_baseprice,starter_fee,sto_contract_length,car_condition,Make Model
Haval,Jolion,Entry level SUV,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,White,STO,"2,650","1,400",,NEW,Haval Jolion
Haval,Jolion,Entry level SUV,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Black,STO,"2,650","1,400",,NEW,Haval Jolion
Haval,Jolion,Entry level SUV,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Black,STO,"2,650","1,400",,NEW,Haval Jolion
Haval,Jolion,Entry level SUV,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,White,STO,"2,650","1,400",,NEW,Haval Jolion
Haval,Jolion,Entry level SUV,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",,NEW,Haval Jolion
Haval,Jolion,Entry level SUV,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Gray,STO,"2,650","1,400",,NEW,Haval Jolion
Haval,Jolion,Entry level SUV,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,White,STO,"2,650","1,400",,NEW,Haval Jolion
Haval,Jolion,Entry level SUV,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Black,STO,"2,650","1,400",,NEW,Haval Jolion
Haval,Jolion,Entry level SUV,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Gray,STO,"2,650","1,400",,NEW,Haval Jolion
Haval,Jolion,Entry level SUV,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Black,STO,"2,650","1,400",,NEW,Haval Jolion
Haval,Jolion,Entry level SUV,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Gray,STO,"2,650","1,400",,NEW,Haval Jolion
Suzuki,Dzire,Entry level Sedan,Riyadh,فرع القدس - Al-Quds  branch,"2,023",GL,Sedan,Brown,MONTHLY,"1,749",,,NEW,Suzuki Dzire
Suzuki,Dzire,Entry level Sedan,Riyadh,فرع القدس - Al-Quds  branch,"2,023",GL,Sedan,Brown,MONTHLY,"1,749",,,NEW,Suzuki Dzire
Suzuki,Dzire,Entry level Sedan,Riyadh,فرع القدس - Al-Quds  branch,"2,023",STD,Sedan,Brown,MONTHLY,"1,749",,,NEW,Suzuki Dzire
Suzuki,Dzire,Entry level Sedan,Riyadh,فرع القدس - Al-Quds  branch,"2,023",STD,Sedan,Brown,MONTHLY,"1,749",,,NEW,Suzuki Dzire
Land Rover,Defender,Luxury SUV,Riyadh,Riyadh - Al Urubah,"2,025",STD,SUV,Black,MONTHLY,"32,719",,,NEW,Land Rover Defender
Land Rover,Defender,Luxury SUV,Riyadh,Riyadh - Al Urubah,"2,025",STD,SUV,Black,STS,"9,100",,,NEW,Land Rover Defender
Toyota,Raize,Entry level SUV,Jeddah,Jeddah - Ar Rawdah,"2,026",XLE,SUV,Silver,MONTHLY,"2,849",,,NEW,Toyota Raize
Hyundai,Accent,Entry level Sedan,Riyadh,فرع القدس - Al-Quds  branch,"2,022",Smart,Sedan,White,STS,600,,,NEW,Hyundai Accent
Chery,Arrizo 6,Midsize Sedan,Jeddah,Jeddah - Bani Malik,"2,023",Comfort,Sedan,Grey,MONTHLY,"2,179",,,NEW,Chery Arrizo 6
Chery,Arrizo 5,Entry level Sedan,Jeddah,Dammam - Al Itisalat,"2,023",Comfort,Sedan,Grey,MONTHLY,"1,829",,,NEW,Chery Arrizo 5
Chery,Arrizo 5,Entry level Sedan,Jeddah,Dammam - Al Itisalat,"2,023",Comfort,Sedan,Silver,MONTHLY,"1,829",,,NEW,Chery Arrizo 5
Chery,Arrizo 6,Midsize Sedan,Jeddah,Jeddah - Bani Malik,"2,023",Comfort,Sedan,Red,MONTHLY,"2,179",,,NEW,Chery Arrizo 6
MG,RX8,Luxury SUV,Riyadh,Riyadh - Al Aziziyah,"2,022",STD,SUV,Grey,MONTHLY,"5,289",,,NEW,MG RX8
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,026",LX,Sedan,Silver,STS,680,,,NEW,Kia Pegas
MG,ZS,Entry level SUV,Jeddah,Dammam - Al Itisalat,"2,022",STD,Crossover,Red,MONTHLY,"2,819",,,NEW,MG ZS
MG,5,Entry level Sedan,Jeddah,Dammam - Al Itisalat,"2,023",STD,Sedan,Silver,MONTHLY,"1,939",,,NEW,MG 5
Suzuki,Dzire,Entry level Sedan,Jeddah,Jeddah - Bani Malik,"2,022",GL,Sedan,Silver,MONTHLY,"1,789",,,NEW,Suzuki Dzire
Suzuki,Dzire,Entry level Sedan,Jeddah,Jeddah - Al Nuzha,"2,022",GL,Sedan,Blue,MONTHLY,"1,789",,,NEW,Suzuki Dzire
Mitsubishi,Mirage,Entry level Sedan,Jeddah,Jeddah - Al Baghdadiyah,"2,022",STD,Hatchback,Silver,MONTHLY,"1,799",,,NEW,Mitsubishi Mirage
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - Al Munsiyah,"2,024",Y,Sedan,White,STS,750,,,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - Ar Rimal,"2,024",Y,Sedan,White,MONTHLY,"2,229",,,NEW,Toyota Yaris
Toyota,Hilux,Pickup Truck,Riyadh,Daily Sulimaniyah Riyadh,"2,023",STD,Pickup,White,STS,"2,259",,,USED,Toyota Hilux
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Al Wadi,"2,023",Fleet,Sedan,Grey,MONTHLY,"2,599",,,NEW,Hyundai Elantra
Kia,Seltos,Entry level SUV,Riyadh,Riyadh - Sulimaniyah 2,"2,022",LX,SUV,White,MONTHLY,"2,729",,,NEW,Kia Seltos
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Ar Rimal,"2,025",Fleet,Sedan,Silver,STS,810,,,NEW,Hyundai Accent
Toyota,Urban Cruiser,Entry level SUV,Riyadh,Riyadh - Al Qirawan,"2,026",STD,Crossover,White,STS,"1,240",,,NEW,Toyota Urban Cruiser
Toyota,Urban Cruiser,Entry level SUV,Riyadh,Riyadh - Ar Rimal,"2,026",STD,Crossover,White,MONTHLY,"3,789",,,NEW,Toyota Urban Cruiser
Toyota,Urban Cruiser,Entry level SUV,Riyadh,Riyadh - Ghirnatah,"2,026",STD,Crossover,White,STS,"1,240",,,NEW,Toyota Urban Cruiser
Hyundai,Creta,Entry level SUV,Riyadh,Qurtubah,"2,026",Smart,SUV,Silver,MONTHLY,"3,459",,,NEW,Hyundai Creta
Toyota,Urban Cruiser,Entry level SUV,Riyadh,Riyadh - Ar Rimal,"2,026",STD,Crossover,White,MONTHLY,"3,279",,,NEW,Toyota Urban Cruiser
Kia,Sonet,Entry level SUV,Riyadh,Riyadh - Al Urubah,"2,026",LX,SUV,Black,MONTHLY,"3,469",,,NEW,Kia Sonet
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah Sakr Qoraish,"2,025",Fleet,Sedan,Grey,MONTHLY,"2,459",,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah Sakr Qoraish,"2,025",Fleet,Sedan,Silver,STS,810,,,NEW,Hyundai Accent
Chevrolet,Tahoe,Luxury SUV,Riyadh,Riyadh - Al Wadi,"2,025",STD,SUV,Black,MONTHLY,"17,469",,,NEW,Chevrolet Tahoe
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah - Al Fayha,"2,023",Smart Plus,Sedan,White,MONTHLY,"2,030",,,NEW,Hyundai Accent
Geely,Coolray,Entry level SUV,Riyadh,Riyadh - Sulimaniyah,"2,024",GS,SUV,Brown,MONTHLY,"2,840",,,NEW,Geely Coolray
Ford,Territory,Midsize SUV,Riyadh,Ritadh - Al Areed,"2,026",STD,CUV,Blue,MONTHLY,"7,490",,,NEW,Ford Territory
Toyota,Raize,Entry level SUV,Riyadh,Riyadh - Urubah,"2,023",XLE,SUV,Blue,STS,790,,,NEW,Toyota Raize
Kia,Pegas,Entry level Sedan,Jeddah,Jeddah - Bani Malik,"2,026",LX,Sedan,White,STS,680,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Jeddah,Jeddah - Bani Malik,"2,024",LX,Sedan,White,MONTHLY,"1,820",,,NEW,Kia Pegas
Mini,Cooper,Luxury Hatchback,Jeddah,Jeddah - Heraa,"2,022",STD,Hatchback,White,STS,"2,850",,,NEW,Mini Cooper
Mini,Cooper,Luxury Hatchback,Jeddah,Jeddah - Heraa,"2,022",STD,Hatchback,Blue,MONTHLY,"6,420",,,NEW,Mini Cooper
Mini,Cooper,Luxury Hatchback,Jeddah,Jeddah - Heraa,"2,022",STD,Hatchback,White,MONTHLY,"6,420",,,NEW,Mini Cooper
Toyota,Veloz,Entry level SUV,Madinah,Madinah - Al Areed,"2,024",STD,SUV,White,MONTHLY,"4,490",,,NEW,Toyota Veloz
Hyundai,Venue,Entry level SUV,Riyadh,Riyadh - Urubah,"2,024",STD,Crossover,White,MONTHLY,"3,000",,,NEW,Hyundai Venue
Kia,Pegas,Entry level Sedan,Jeddah,Jeddah - Terminal 1,"2,026",LX,Sedan,Silver,MONTHLY,"1,930",,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Jeddah,Jeddah - Terminal 1,"2,026",LX,Sedan,Silver,MONTHLY,"1,930",,,NEW,Kia Pegas
Kia,Sportage,Midsize SUV,Jeddah,Jeddah - Bani Malik,"2,023",LX,SUV,Silver,MONTHLY,"3,750",,,NEW,Kia Sportage
Kia,Sportage,Midsize SUV,Jeddah,Jeddah - Bani Malik,"2,023",LX,SUV,Silver,MONTHLY,"3,750",,,NEW,Kia Sportage
Kia,Sportage,Midsize SUV,Jeddah,Jeddah - Bani Malik,"2,023",LX,SUV,Silver,STS,"1,669",,,NEW,Kia Sportage
Mitsubishi,Attrage,Entry level Sedan,Jeddah,Jeddah - Bani Malik,"2,022",AT,Sedan,White,MONTHLY,"1,790",,,NEW,Mitsubishi Attrage
Mitsubishi,Xpander,Entry level SUV,Jeddah,Dammam - Al Itisalat,"2,022",STD,SUV,Silver,STS,"1,239",,,NEW,Mitsubishi Xpander
Suzuki,Dzire,Entry level Sedan,Jeddah,Jeddah - Bani Malik,"2,022",GL,Sedan,Silver,MONTHLY,"1,820",,,NEW,Suzuki Dzire
Nissan,Sunny,Entry level Sedan,Jeddah,Jeddah - Bani Malik,"2,023",S,Sedan,White,MONTHLY,"1,820",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Jeddah,Jeddah - Bani Malik,"2,023",S,Sedan,White,MONTHLY,"1,820",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Jeddah,Jeddah - Al Nuzha,"2,023",S,Sedan,White,STS,579,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Jeddah,Jeddah - Al Baghdadiyah,"2,022",Classic,Sedan,White,MONTHLY,"1,820",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Jeddah,Jeddah - Al Baghdadiyah,"2,022",Classic,Sedan,White,STS,569,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Jeddah,Jeddah - Al Nuzha,"2,022",Classic,Sedan,White,MONTHLY,"1,820",,,NEW,Nissan Sunny
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Bani Malik,"2,026",Y,Sedan,White,MONTHLY,"2,460",,,NEW,Toyota Yaris
MG,5,Entry level Sedan,Jeddah,Jeddah - Bani Malik,"2,023",STD,Sedan,White,STS,669,,,NEW,MG 5
MG,5,Entry level Sedan,Jeddah,Jeddah - Al Baghdadiyah,"2,023",STD,Sedan,White,MONTHLY,"1,930",,,NEW,MG 5
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",STD,Sedan,Silver,STS,969,,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",STD,Sedan,Silver,STS,969,,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",STD,Sedan,White,STS,969,,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",STD,Sedan,White,STS,969,,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",STD,Sedan,Black,STS,"1,009",,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Sedan,Black,STS,"1,009",,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",STD,Sedan,White,STS,"1,009",,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Sedan,White,STS,"1,009",,,NEW,Changan Alsvin
Kia,Pegas,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",LX,Sedan,Grey,STS,"1,009",,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",LX,Sedan,Grey,STS,"1,009",,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",LX,Sedan,Grey,MONTHLY,"2,149",,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",LX,Sedan,Grey,STS,"1,009",,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",LX,Sedan,Beige,MONTHLY,"2,019",,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",LX,Sedan,Beige,STS,969,,,NEW,Kia Pegas
Changan,Eado,Midsize Sedan,Dammam,Dammam - Al Itisalat,"2,023",Plus,Sedan,White,MONTHLY,"2,289",,,NEW,Changan Eado
Changan,Eado,Midsize Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",Plus,Sedan,White,MONTHLY,"2,289",,,NEW,Changan Eado
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah - Al Fayhaa,"2,026",Fleet,Sedan,White,MONTHLY,"3,179",,,NEW,Hyundai Accent
Hyundai,i10,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,026",MPI,Sedan,Silver,MONTHLY,"2,039",,,NEW,Hyundai i10
Hyundai,Accent,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,026",Fleet,Sedan,White,STS,,,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,026",Fleet,Sedan,White,STS,,,,NEW,Hyundai Accent
Geely,Emgrand,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,026",STD,Sedan,Black,STS,,,,NEW,Geely Emgrand
Geely,Coolray,Entry level SUV,Riyadh,Daily Riyadh - Al Aqiq,"2,026",GS,Crossover,Grey,STS,,,,NEW,Geely Coolray
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Sulimaniyah,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Suzuki,Dzire,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,024",GL,Sedan,White,STS,700,,,NEW,Suzuki Dzire
Suzuki,Dzire,Entry level Sedan,Riyadh,Daily Riyadh - Al Aqiq,"2,024",GL,Sedan,White,STS,700,,,NEW,Suzuki Dzire
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah,"2,026",STD,Sedan,Silver,STS,950,,,NEW,Kia Pegas
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah,"2,026",Y,Sedan,Silver,MONTHLY,"2,389",,,NEW,Toyota Yaris
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Makah Road,"2,026",Fleet,Sedan,White,MONTHLY,"2,499",,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Al Khaleej,"2,026",Fleet,Sedan,White,MONTHLY,"2,499",,,NEW,Hyundai Accent
Kia,Pegas,Entry level Sedan,Jeddah,Jeddah - Al-Baghdadiyah Al-Gharbiyah,"2,025",LX,Sedan,White,MONTHLY,"2,299",,,NEW,Kia Pegas
Haval,Jolion,Entry level SUV,Mecca,Mecca - Al Nuzha,"2,025",Basic,Hatchback,Grey,STS,"1,579",,,NEW,Haval Jolion
Haval,Jolion,Entry level SUV,Mecca,Mecca - Al Nuzha,"2,025",Basic,Hatchback,White,MONTHLY,"3,909",,,NEW,Haval Jolion
Nissan,Sunny,Entry level Sedan,Madinah,Madinah - Al Jamawat,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Kia,Pegas,Entry level Sedan,Mecca,Mecca - Al Nuzha,"2,024",H,Sedan,Silver,STS,"1,079",,,NEW,Kia Pegas
Nissan,Sunny,Entry level Sedan,Madinah,Madinah - Al Iskan,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Bani Malik,"2,026",Y,Sedan,White,MONTHLY,"2,329",,,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Al Baghdadiyah,"2,026",Y,Sedan,White,MONTHLY,"2,329",,,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Ar Rabwah,"2,026",Y,Sedan,White,MONTHLY,"2,329",,,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Jeddah,Dammam - Al Itisalat,"2,026",Y,Sedan,Silver,MONTHLY,"2,349",,,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Jeddah,Dammam - Al Itisalat,"2,026",Y,Sedan,Silver,MONTHLY,"2,349",,,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Al Baghdadiyah,"2,026",Y,Sedan,Silver,MONTHLY,"2,349",,,NEW,Toyota Yaris
Nissan,Sunny,Entry level Sedan,Madinah,Madinah - Al Iskan,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Hyundai,i10,Entry level Sedan,Riyadh,Riyadh - Al Muruj - Pickup,"2,025",MPI,Sedan,White,MONTHLY,"1,809",,,NEW,Hyundai i10
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Al Muruj - Pickup,"2,025",LX,Sedan,Silver,MONTHLY,"1,789",,,NEW,Kia Pegas
Haval,Jolion,Entry level SUV,Mecca,Meeca - Kakia,"2,025",Basic,Hatchback,Grey,STS,"1,579",,,NEW,Haval Jolion
Nissan,Sunny,Entry level Sedan,Mecca,Mecca - Al Nuzha,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Mecca,Mecca - Al Nuzha,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Toyota,Corolla,Midsize Sedan,Riyadh,Riyadh -  Al Yarmuk,"2,023",XLI,Sedan,White,MONTHLY,"3,089",,,NEW,Toyota Corolla
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",,NEW,MG 5
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",,NEW,MG 5
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",,NEW,MG 5
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",,NEW,MG 5
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",,NEW,MG 5
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,Silver,STO,"1,975","2,300",,NEW,MG 5
Changan,Alsvin,Entry level Sedan,Riyadh,Riyadh - Al Quds,"2,024",STD,Sedan,Silver,MONTHLY,"1,729",,,NEW,Changan Alsvin
Hyundai,Accent,Entry level Sedan,Dammam,Dammam - Al Rawda,"2,025",Fleet,Sedan,Silver,MONTHLY,"2,459",,,NEW,Hyundai Accent
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Rawda,"2,024",STD,Sedan,White,MONTHLY,"1,739",,,NEW,Changan Alsvin
Hyundai,Elantra,Midsize Sedan,Dammam,Dammam - Al Rawda,"2,024",Fleet,Sedan,Grey,MONTHLY,"3,089",,,NEW,Hyundai Elantra
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Al Sahaba,"2,025",Fleet,Sedan,White,MONTHLY,"2,469",,,NEW,Hyundai Accent
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Rawda,"2,025",STD,Sedan,Silver,MONTHLY,"1,849",,,NEW,Changan Alsvin
Hyundai,Elantra,Midsize Sedan,Jeddah,Jeddah - Aziziyah,"2,024",Fleet,Sedan,Grey,MONTHLY,"3,109",,,NEW,Hyundai Elantra
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Rawda,"2,024",STD,Sedan,White,MONTHLY,"1,739",,,NEW,Changan Alsvin
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - King Fahd Rd,"2,025",Fleet,Sedan,Silver,MONTHLY,"3,459",,,NEW,Hyundai Elantra
Hyundai,Accent,Entry level Sedan,Dammam,Dammam - Al Rawda,"2,024",Smart,Sedan,White,MONTHLY,"2,379",,,NEW,Hyundai Accent
Changan,Alsvin,Entry level Sedan,Riyadh,Riyadh - Al Quds,"2,024",STD,Sedan,Silver,MONTHLY,"1,749",,,NEW,Changan Alsvin
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Al Quds,"2,025",Fleet,Sedan,Silver,MONTHLY,"3,509",,,NEW,Hyundai Elantra
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah - Palestine,"2,025",Fleet,Sedan,White,MONTHLY,"2,489",,,NEW,Hyundai Accent
Changan,Alsvin,Entry level Sedan,Riyadh,Riyadh - Al Quds,"2,024",STD,Sedan,White,MONTHLY,"1,739",,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Rawda,"2,025",STD,Sedan,Silver,MONTHLY,"1,829",,,NEW,Changan Alsvin
Changan,Eado,Midsize Sedan,Dammam,Dammam - Al Rawda,"2,025",Plus,Sedan,White,MONTHLY,"2,969",,,NEW,Changan Eado
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Qurtubah 2,"2,024",Fleet,Sedan,White,MONTHLY,"3,079",,,NEW,Hyundai Elantra
Toyota,Yaris,Entry level Sedan,Dammam,Dammam - Al Rawda,"2,024",Y,Sedan,Grey,MONTHLY,"2,339",,,NEW,Toyota Yaris
Changan,Alsvin,Entry level Sedan,Riyadh,Riyadh - Al Quds,"2,025",STD,Sedan,White,MONTHLY,"1,799",,,NEW,Changan Alsvin
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah - Salamah,"2,025",Fleet,Sedan,White,MONTHLY,"2,489",,,NEW,Hyundai Accent
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - Qurtubah 2,"2,024",Y,Sedan,Grey,MONTHLY,"2,349",,,NEW,Toyota Yaris
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Al Quds,"2,024",Fleet,Sedan,Grey,MONTHLY,"3,089",,,NEW,Hyundai Elantra
Hyundai,Elantra,Midsize Sedan,Dammam,Dammam - Al Rawda,"2,024",Fleet,Sedan,Grey,MONTHLY,"3,089",,,NEW,Hyundai Elantra
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Palestine,"2,024",Y,Sedan,White,MONTHLY,"2,309",,,NEW,Toyota Yaris
Changan,Alsvin,Entry level Sedan,Dammam,Dammam - Al Rawda,"2,025",STD,Sedan,Silver,MONTHLY,"1,839",,,NEW,Changan Alsvin
Changan,Alsvin,Entry level Sedan,Riyadh,Riyadh - Al Quds,"2,024",STD,Sedan,White,MONTHLY,"1,739",,,NEW,Changan Alsvin
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Al Quds,"2,024",GL,Sedan,Silver,MONTHLY,"2,039",,,NEW,Suzuki Dzire
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah - Al-Madinah Al-Munawarah,"2,025",Fleet,Sedan,Silver,MONTHLY,"2,499",,,NEW,Hyundai Accent
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Al Quds,"2,025",Fleet,Sedan,Gray,MONTHLY,"3,529",,,NEW,Hyundai Elantra
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Qurtubah 2,"2,024",GL,Sedan,Silver,MONTHLY,"2,039",,,NEW,Suzuki Dzire
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Al Quds,"2,024",GL,Sedan,Silver,MONTHLY,"2,029",,,NEW,Suzuki Dzire
Hyundai,Elantra,Midsize Sedan,Dammam,Dammam - Al Rawda,"2,025",Fleet,Sedan,Grey,MONTHLY,"3,489",,,NEW,Hyundai Elantra
Suzuki,Dzire,Entry level Sedan,Jeddah,Jeddah - Palestine,"2,024",GL,Sedan,Silver,MONTHLY,"2,039",,,NEW,Suzuki Dzire
Kia,Pegas,Entry level Sedan,Arar,ARAR,"2,026",LX,Sedan,White,MONTHLY,"2,460",,,NEW,Kia Pegas
Toyota,Yaris,Entry level Sedan,Turayf,Rafhaa,"2,026",Y,Sedan,White,MONTHLY,"2,759",,,NEW,Toyota Yaris
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Sulimaniyah,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Sulimaniyah,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Nissan Sunny
MG,RX5,Midsize SUV,Riyadh,Riyadh - Al Rawdah,"2,022",STD,SUV,Black,MONTHLY,"2,539",,,NEW,MG RX5
Haval,Jolion,Entry level SUV,Jeddah,Jeddah - Palestine,"2,025",Basic,Hatchback,Silver,MONTHLY,"4,019",,,NEW,Haval Jolion
Haval,Jolion,Entry level SUV,Jeddah,Jeddah - Palestine,"2,025",Basic,Hatchback,Silver,MONTHLY,"4,019",,,NEW,Haval Jolion
